,Tempi,Vout (RC=1),Vout (RC=0.1),Vout (RC=0.01)
0,0.0,0.0,0.0,0.0
1,0.01,0.00995017810930795,0.09516256786567275,0.632120543627901
2,0.02,0.019801323182094866,0.1812692373015466,0.8646647365005864
3,0.03,0.02955445313725777,0.259181786861844,0.9502129537230485
4,0.04,0.03921054681113326,0.3296799433725523,0.9816843623152357
5,0.05,0.048770560560927274,0.39346932937055995,0.993262052565843
6,0.06,0.05823545077181068,0.45118835274892144,0.9975212498937577
7,0.07,0.06760616415832821,0.503414684631278,0.9990881208299714
8,0.08,0.07688363782815553,0.5506710217838703,0.9996645388766688
9,0.09,0.08606879953832304,0.5934303050042766,0.9998765895337077
10,0.1,0.0951625678559652,0.6321205463723131,0.9999545989046688
11,0.11,0.10416585257273145,0.6671289180737084,0.9999832980827508
12,0.12,0.11307955178947271,0.6988057992001584,0.9999938561635701
13,0.13,0.1219045578087348,0.7274682178625639,0.9999977414141524
14,0.14,0.13064175357076602,0.7534030484399045,0.9999991701438521
15,0.15,0.13929201270311592,0.7768698528566927,0.9999996928717461
16,0.16,0.1478562004185602,0.7981034951822094,0.9999998869729524
17,0.17,0.15633517291985533,0.8173164899794004,0.9999999598124775
18,0.18,0.16472977835118321,0.8347011282590301,0.9999999849450523
19,0.19,0.1730408560697619,0.8504313999084562,0.9999999941461685
20,0.2,0.18126923730010397,0.8646647374887925,0.9999999977914513
21,0.21,0.1894157458622539,0.8775435918637787,0.999999999422507
22,0.22,0.1974811964391934,0.8891968626217421,1.0000000006134526
23,0.23,0.20546639535548938,0.8997411779388723,1.0000000009391137
24,0.24,0.2133721407620175,0.9092820674541453,1.0000000007557148
25,0.25,0.22119922273433676,0.9179150222910276,1.0000000008256225
26,0.26,0.2289484233710638,0.9257264422343324,1.0000000006623921
27,0.27,0.2366205168922475,0.9327945068416269,1.0000000004239833
28,0.28,0.24421626988705342,0.9391899569471837,1.000000000307457
29,0.29,0.25173644251994004,0.9449767997284183,1.0000000001909304
30,0.3,0.25918178695540656,0.9502129540813334,1.0000000001151625
31,0.31,0.2665530478062472,0.9549508142450291,1.0000000001113898
32,0.32,0.27385096245387885,0.9592378039509609,1.000000000107617
33,0.33,0.2810762611572379,0.963116837300988,1.0000000001038443
34,0.34,0.2882296671616783,0.9666267307778246,1.0000000001000715
35,0.35000000000000003,0.2953118968078689,0.9698026183524145,1.0000000000962987
36,0.36,0.3023236595539022,0.9726762792842519,1.000000000092526
37,0.37,0.30926565543176765,0.9752764750319497,1.0000000000887532
38,0.38,0.3161385777159093,0.9776292284071633,1.0000000000849805
39,0.39,0.32294311359194816,0.9797580893498076,1.0000000000812077
40,0.4,0.32967994335353573,0.9816843624493329,1.000000000077435
41,0.41000000000000003,0.3363497404682819,0.9834273256868148,1.0000000000736622
42,0.42,0.3429531716436824,0.9850044235877768,1.0000000000698894
43,0.43,0.3494908969678137,0.9864314410396333,1.0000000000661167
44,0.44,0.35596357050574895,0.9877226597930653,1.000000000062344
45,0.45,0.3623718396162331,0.98889100338813,1.0000000000585711
46,0.46,0.3687163451721342,0.9899481643080212,1.0000000000547984
47,0.47000000000000003,0.3749977217237134,0.9909047227159259,1.0000000000510256
48,0.48,0.38121659757310855,0.9917702524353608,1.0000000000472526
49,0.49,0.38737359484881806,0.9925534164646241,1.0000000000434799
50,0.5,0.3934693293746327,0.993262052615229,1.0000000000397071
51,0.51,0.39950441030776357,0.9939032528798922,1.0000000000359344
52,0.52,0.4054794411232273,0.9944834345995963,1.0000000000321616
53,0.53,0.41139501933821915,0.9950084052211907,1.0000000000283888
54,0.54,0.41725173654139286,0.9954834183506398,1.000000000024616
55,0.55,0.42305017845742887,0.9959132282767098,1.0000000000208433
